ons_id,ons_region_id,constituency_name,region_name,country_name,constituency_type,member_first_name,member_surname,member_gender,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ruk,green,snp,pc,dup,sf,sdlp,uup,apni,all_other_candidates,con_pc,lab_pc,ld_pc,ruk_pc,green_pc,snp_pc,pc_pc,dup_pc,sf_pc,sdlp_pc,uup_pc,apni_pc,all_other_candidates_pc
E14001471,E12000004,Sherwood Forest,East Midlands,England,County,Michelle,Welsh,Female,Lab gain from Con,Lab,Con,78896,48660,161,5443,13398,18841,1838,11320,2216,0,0,0,0,0,0,0,1047,27.53,38.72,3.78,23.26,4.55,0,0,0,0,0,0,0,2.15
E14001472,E12000003,Shipley,Yorkshire and The Humber,England,County,Anna,Dixon,Female,Lab gain from Con,Lab,Con,74130,48303,147,8603,13135,21738,1341,7238,3605,0,0,0,0,0,0,0,1246,27.19,45,2.78,14.98,7.46,0,0,0,0,0,0,0,2.58
E14001473,E12000005,Shrewsbury,West Midlands,England,County,Julia,Buckley,Female,Lab gain from Con,Lab,Con,76599,51560,195,11355,11577,22932,6722,7524,2387,0,0,0,0,0,0,0,418,22.45,44.48,13.04,14.59,4.63,0,0,0,0,0,0,0,0.81
E14001474,E12000008,Sittingbourne and Sheppey,South East,England,County,Kevin,McKenna,Male,Lab gain from Con,Lab,Con,79067,40998,90,355,11564,11919,1321,10512,1692,0,0,0,0,0,0,0,3990,28.21,29.07,3.22,25.64,4.13,0,0,0,0,0,0,0,9.73
E14001475,E12000003,Skipton and Ripon,Yorkshire and The Humber,England,County,Julian,Smith,Male,Con hold,Con,Lab,79238,53450,164,1650,18833,17183,4194,8516,3446,0,0,0,0,0,0,0,1278,35.23,32.15,7.85,15.93,6.45,0,0,0,0,0,0,0,2.39
E14001476,E12000004,Sleaford and North Hykeham,East Midlands,England,County,Caroline,Johnson,Female,Con hold,Con,Lab,75651,48565,196,4346,17348,13002,2264,10484,2435,0,0,0,0,0,0,0,3032,35.72,26.77,4.66,21.59,5.01,0,0,0,0,0,0,0,6.24
E14001477,E12000008,Slough,South East,England,Borough,Tan,Dhesi,Male,Lab hold,Lab,INet,81295,43278,167,3647,7457,14666,2060,3352,1873,0,0,0,0,0,0,0,13870,17.23,33.89,4.76,7.75,4.33,0,0,0,0,0,0,0,32.05
E14001478,E12000005,Smethwick,West Midlands,England,Borough,Gurinder,Josan,Male,Lab hold,Lab,RUK,72863,35115,211,11188,4546,16858,1018,5670,2741,0,0,0,0,0,0,0,4282,12.95,48.01,2.9,16.15,7.81,0,0,0,0,0,0,0,12.19
E14001479,E12000005,Solihull West and Shirley,West Midlands,England,Borough,Neil,Shastri-Hurst,Male,Con hold,Con,Lab,71816,46877,151,4620,16284,11664,7916,7149,3270,0,0,0,0,0,0,0,594,34.74,24.88,16.89,15.25,6.98,0,0,0,0,0,0,0,1.27
N05000014,N92000002,South Antrim,Northern Ireland,Northern Ireland,County,Robin,Swann,Male,UUP gain from DUP,UUP,DUP,77058,42908,181,7512,0,0,0,0,541,0,0,8799,8034,1589,16311,4574,3060,0,0,0,0,1.26,0,0,20.51,18.72,3.7,38.01,10.66,7.13
E14001480,E12000006,South Basildon and East Thurrock,East of England,England,County,James,McMurdock,Male,RUK gain from Con,RUK,Lab,72673,39549,123,98,10159,12080,1071,12178,1718,0,0,0,0,0,0,0,2343,25.69,30.54,2.71,30.79,4.34,0,0,0,0,0,0,0,5.92
E14001481,E12000006,South Cambridgeshire,East of England,England,County,Pippa,Heylings,Female,LD gain from Con,LD,Con,77327,54885,228,10641,15063,6106,25704,4897,2656,0,0,0,0,0,0,0,459,27.44,11.13,46.83,8.92,4.84,0,0,0,0,0,0,0,0.84
E14001482,E12000009,South Cotswolds,South West,England,County,Roz,Savage,Female,LD gain from Con,LD,Con,71971,52287,163,4973,17988,3942,22961,5146,1564,0,0,0,0,0,0,0,686,34.4,7.54,43.91,9.84,2.99,0,0,0,0,0,0,0,1.31
E14001483,E12000004,South Derbyshire,East Midlands,England,County,Samantha,Niblett,Female,Lab gain from Con,Lab,Con,73714,45737,153,4168,13566,17734,2134,8979,1941,0,0,0,0,0,0,0,1383,29.66,38.77,4.67,19.63,4.24,0,0,0,0,0,0,0,3.02
E14001484,E12000009,South Devon,South West,England,County,Caroline,Voaden,Female,LD gain from Con,LD,Con,72261,49004,142,7127,15413,3066,22540,6363,1497,0,0,0,0,0,0,0,125,31.45,6.26,46,12.98,3.05,0,0,0,0,0,0,0,0.26
E14001485,E12000009,South Dorset,South West,England,County,Lloyd,Hatton,Male,Lab gain from Con,Lab,Con,75924,49037,171,1048,14611,15659,8017,8168,2153,0,0,0,0,0,0,0,429,29.8,31.93,16.35,16.66,4.39,0,0,0,0,0,0,0,0.87
N05000015,N92000002,South Down,Northern Ireland,Northern Ireland,County,Chris,Hazzard,Male,SF hold,SF,SDLP,76248,45243,228,9280,46,0,0,0,444,0,0,7349,19698,10418,1411,3187,2690,0.1,0,0,0,0.98,0,0,16.24,43.54,23.03,3.12,7.04,5.95
E14001486,E12000009,South East Cornwall,South West,England,County,Anna,Gelderd,Female,Lab gain from Con,Lab,Con,72654,49286,136,1911,13759,15670,8284,9311,1999,0,0,0,0,0,0,0,263,27.92,31.79,16.81,18.89,4.06,0,0,0,0,0,0,0,0.53
E14001487,E12000004,South Holland and The Deepings,East Midlands,England,County,John,Hayes,Male,Con hold,Con,RUK,78473,45930,133,6856,17462,9086,1945,10606,1800,0,0,0,0,0,0,0,5031,38.02,19.78,4.23,23.09,3.92,0,0,0,0,0,0,0,10.95
E14001488,E12000004,South Leicestershire,East Midlands,England,County,Alberto,Costa,Male,Con hold,Con,Lab,78511,51359,183,5506,18264,12758,7621,10235,2481,0,0,0,0,0,0,0,0,35.56,24.84,14.84,19.93,4.83,0,0,0,0,0,0,0,0
E14001489,E12000006,South Norfolk,East of England,England,County,Ben,Goldsborough,Male,Lab gain from Con,Lab,Con,74006,49579,164,2826,14527,17353,5746,7583,3987,0,0,0,0,0,0,0,383,29.3,35,11.59,15.29,8.04,0,0,0,0,0,0,0,0.77
E14001490,E12000004,South Northamptonshire,East Midlands,England,County,Sarah,Bool,Female,Con hold,Con,Lab,78233,53697,187,3687,19191,15504,4989,8962,3040,0,0,0,0,0,0,0,2011,35.74,28.87,9.29,16.69,5.66,0,0,0,0,0,0,0,3.75
E14001491,E12000002,South Ribble,North West,England,County,Paul,Foster,Male,Lab gain from Con,Lab,Con,73420,46720,170,6501,13339,19840,2972,8995,1574,0,0,0,0,0,0,0,0,28.55,42.47,6.36,19.25,3.37,0,0,0,0,0,0,0,0
E14001492,E12000001,South Shields,North East,England,Borough,Emma,Lewell-Buck,Female,Lab hold,Lab,RUK,68366,36824,88,6653,4128,15122,1402,8469,5433,0,0,0,0,0,0,0,2270,11.21,41.07,3.81,23,14.75,0,0,0,0,0,0,0,6.16
E14001493,E12000005,South Shropshire,West Midlands,England,County,Stuart,Anderson,Male,Con hold,Con,LD,76677,51653,209,1624,17628,6939,16004,9171,1911,0,0,0,0,0,0,0,0,34.13,13.43,30.98,17.76,3.7,0,0,0,0,0,0,0,0
E14001494,E12000006,South Suffolk,East of England,England,County,James,Cartlidge,Male,Con hold,Con,Lab,74619,48801,183,3047,16082,13035,6424,9252,4008,0,0,0,0,0,0,0,0,32.95,26.71,13.16,18.96,8.21,0,0,0,0,0,0,0,0
E14001495,E12000009,South West Devon,South West,England,County,Rebecca,Smith,Female,Con hold,Con,Lab,77600,52242,119,2112,17916,15804,5551,9361,2925,0,0,0,0,0,0,0,685,34.29,30.25,10.63,17.92,5.6,0,0,0,0,0,0,0,1.31
E14001496,E12000006,South West Hertfordshire,East of England,England,County,Gagan,Mohindra,Male,Con hold,Con,LD,71737,48254,145,4456,16458,9637,12002,6790,2532,0,0,0,0,0,0,0,835,34.11,19.97,24.87,14.07,5.25,0,0,0,0,0,0,0,1.73
E14001497,E12000006,South West Norfolk,East of England,England,County,Terry,Jermy,Male,Lab gain from Con,Lab,Con,74724,44335,139,630,11217,11847,2618,9958,1838,0,0,0,0,0,0,0,6857,25.3,26.72,5.91,22.46,4.15,0,0,0,0,0,0,0,15.47
E14001498,E12000009,South West Wiltshire,South West,England,County,Andrew,Murrison,Male,Con hold,Con,Lab,73071,46168,167,3243,15617,12374,7205,7840,2243,0,0,0,0,0,0,0,889,33.83,26.8,15.61,16.98,4.86,0,0,0,0,0,0,0,1.93
E14001499,E12000008,Southampton Itchen,South East,England,Borough,Darren,Paffey,Male,Lab gain from Con,Lab,Con,68379,38053,124,6105,9677,15782,2684,6853,2793,0,0,0,0,0,0,0,264,25.43,41.47,7.05,18.01,7.34,0,0,0,0,0,0,0,0.69
E14001500,E12000008,Southampton Test,South East,England,Borough,Satvir,Kaur,Female,Lab hold,Lab,Con,65520,35805,160,9333,6612,15945,3252,5261,3594,0,0,0,0,0,0,0,1141,18.47,44.53,9.08,14.69,10.04,0,0,0,0,0,0,0,3.19
E14001501,E12000006,Southend East and Rochford,East of England,England,County,Bayo,Alaba,Male,Lab gain from Con,Lab,Con,70217,39656,145,4027,11368,15395,2269,7214,2716,0,0,0,0,0,0,0,694,28.67,38.82,5.72,18.19,6.85,0,0,0,0,0,0,0,1.75
E14001502,E12000006,Southend West and Leigh,East of England,England,Borough,David,Burton-Sampson,Male,Lab gain from Con,Lab,Con,75154,46968,163,1949,14790,16739,3174,8273,3262,0,0,0,0,0,0,0,730,31.49,35.64,6.76,17.61,6.95,0,0,0,0,0,0,0,1.55
E14001503,E12000007,Southgate and Wood Green,London,England,Borough,Bambos,Charalambous,Male,Lab hold,Lab,Con,77542,45671,256,15300,8037,23337,3925,3147,5607,0,0,0,0,0,0,0,1618,17.6,51.1,8.59,6.89,12.28,0,0,0,0,0,0,0,3.54
E14001504,E12000002,Southport,North West,England,County,Patrick,Hurley,Male,Lab gain from Con,Lab,Con,73641,45059,127,5789,11463,17252,5868,7395,2159,0,0,0,0,0,0,0,922,25.44,38.29,13.02,16.41,4.79,0,0,0,0,0,0,0,2.05
E14001505,E12000008,Spelthorne,South East,England,Borough,Lincoln,Jopp,Male,Con hold,Con,Lab,73782,46166,144,1590,14038,12448,8710,8284,2413,0,0,0,0,0,0,0,273,30.41,26.96,18.87,17.94,5.23,0,0,0,0,0,0,0,0.59
E14001506,E12000003,Spen Valley,Yorkshire and The Humber,England,Borough,Kim,Leadbeater,Female,Lab gain from Con,Lab,RUK,72642,41058,137,6188,9859,16076,1425,9888,2284,0,0,0,0,0,0,0,1526,24.01,39.15,3.47,24.08,5.56,0,0,0,0,0,0,0,3.72
E14001507,E12000006,St Albans,East of England,England,County,Daisy,Cooper,Female,LD hold,LD,Con,72739,51614,203,19834,9388,5189,29222,4336,3272,0,0,0,0,0,0,0,207,18.19,10.05,56.62,8.4,6.34,0,0,0,0,0,0,0,0.4
E14001508,E12000009,St Austell and Newquay,South West,England,County,Noah,Law,Male,Lab gain from Con,Lab,Con,76076,46732,130,2470,13488,15958,4805,9212,2337,0,0,0,0,0,0,0,932,28.86,34.15,10.28,19.71,5,0,0,0,0,0,0,0,1.99
E14001509,E12000002,St Helens North,North West,England,County,David,Baines,Male,Lab hold,Lab,RUK,75483,40474,155,12169,4507,21284,1799,9115,3495,0,0,0,0,0,0,0,274,11.14,52.59,4.44,22.52,8.64,0,0,0,0,0,0,0,0.68
E14001510,E12000002,St Helens South and Whiston,North West,England,Borough,Marie,Rimmer,Female,Lab hold,Lab,RUK,71569,38035,85,11945,3057,18919,2199,6974,2642,0,0,0,0,0,0,0,4244,8.04,49.74,5.78,18.34,6.95,0,0,0,0,0,0,0,11.16
E14001511,E12000009,St Ives,South West,England,County,Andrew,George,Male,LD gain from Con,LD,Con,69978,48106,150,13786,11247,2788,25033,6492,1797,0,0,0,0,0,0,0,749,23.38,5.8,52.04,13.5,3.74,0,0,0,0,0,0,0,1.56
E14001512,E12000006,St Neots and Mid Cambridgeshire,East of England,England,County,Ian,Sollom,Male,LD gain from Con,LD,Con,78115,52882,138,4621,14896,6918,19517,5673,2663,0,0,0,0,0,0,0,3215,28.17,13.08,36.91,10.73,5.04,0,0,0,0,0,0,0,6.08
E14001513,E12000005,Stafford,West Midlands,England,County,Leigh,Ingham,Female,Lab gain from Con,Lab,Con,70608,46009,160,4595,13936,18531,1676,8612,2856,0,0,0,0,0,0,0,398,30.29,40.28,3.64,18.72,6.21,0,0,0,0,0,0,0,0.87
E14001514,E12000005,Staffordshire Moorlands,West Midlands,England,County,Karen,Bradley,Female,Con hold,Con,Lab,69892,43302,188,1175,15310,14135,1499,10065,2293,0,0,0,0,0,0,0,0,35.36,32.64,3.46,23.24,5.3,0,0,0,0,0,0,0,0
E14001515,E12000002,Stalybridge and Hyde,North West,England,County,Jonathan,Reynolds,Male,Lab hold,Lab,RUK,72265,37239,117,8539,6872,16320,1080,7781,2745,0,0,0,0,0,0,0,2441,18.45,43.83,2.9,20.89,7.37,0,0,0,0,0,0,0,6.55
E14001516,E12000006,Stevenage,East of England,England,County,Kevin,Bonavia,Male,Lab gain from Con,Lab,Con,70976,42715,155,6618,11080,17698,3467,7667,2655,0,0,0,0,0,0,0,148,25.94,41.43,8.12,17.95,6.22,0,0,0,0,0,0,0,0.35
S14000105,S92000003,Stirling and Strathallan,Scotland,Scotland,County,Chris,Kane,Male,Lab gain from SNP,Lab,SNP,76284,49782,242,1394,9469,16856,2530,3145,2320,15462,0,0,0,0,0,0,0,19.02,33.86,5.08,6.32,4.66,31.06,0,0,0,0,0,0,0
E14001517,E12000002,Stockport,North West,England,Borough,Navendu,Mishra,Male,Lab hold,Lab,RUK,76632,43683,185,15270,4967,21787,3724,6517,4865,0,0,0,0,0,0,0,1823,11.37,49.88,8.53,14.92,11.14,0,0,0,0,0,0,0,4.17
E14001518,E12000001,Stockton North,North East,England,County,Chris,McDonald,Male,Lab hold,Lab,RUK,70242,37401,125,7939,8028,17128,1133,9189,1923,0,0,0,0,0,0,0,0,21.46,45.8,3.03,24.57,5.14,0,0,0,0,0,0,0,0
E14001519,E12000001,Stockton West,North East,England,County,Matt,Vickers,Male,Con hold,Con,Lab,71868,48638,114,2139,20372,18233,1203,6833,1477,0,0,0,0,0,0,0,520,41.88,37.49,2.47,14.05,3.04,0,0,0,0,0,0,0,1.07
E14001520,E12000005,Stoke-on-Trent Central,West Midlands,England,Borough,Gareth,Snell,Male,Lab gain from Con,Lab,RUK,73812,35289,137,6409,6221,14950,999,8541,1703,0,0,0,0,0,0,0,2875,17.63,42.36,2.83,24.2,4.83,0,0,0,0,0,0,0,8.15
E14001521,E12000005,Stoke-on-Trent North,West Midlands,England,Borough,David,Williams,Male,Lab gain from Con,Lab,Con,69854,36150,103,5082,9497,14579,911,8824,1236,0,0,0,0,0,0,0,1103,26.27,40.33,2.52,24.41,3.42,0,0,0,0,0,0,0,3.05
E14001522,E12000005,Stoke-on-Trent South,West Midlands,England,County,Allison,Gardner,Female,Lab gain from Con,Lab,Con,70002,40942,120,627,13594,14221,1577,8851,1207,0,0,0,0,0,0,0,1492,33.2,34.73,3.85,21.62,2.95,0,0,0,0,0,0,0,3.64
E14001523,E12000005,"Stone, Great Wyrley and Penkridge",West Midlands,England,County,Gavin,Williamson,Male,Con hold,Con,Lab,71561,42770,727,5466,19880,14414,2952,0,2236,0,0,0,0,0,0,0,3288,46.48,33.7,6.9,0,5.23,0,0,0,0,0,0,0,7.69
E14001524,E12000005,Stourbridge,West Midlands,England,Borough,Cat,Eccles,Female,Lab gain from Con,Lab,Con,68311,39878,113,3073,12265,15338,1607,7869,1732,0,0,0,0,0,0,0,1067,30.76,38.46,4.03,19.73,4.34,0,0,0,0,0,0,0,2.68
N05000016,N92000002,Strangford,Northern Ireland,Northern Ireland,County,Jim,Shannon,Male,DUP hold,DUP,APNI,74525,38909,135,5131,146,0,0,0,703,0,0,15559,2793,1783,3941,10428,3556,0.38,0,0,0,1.81,0,0,39.99,7.18,4.58,10.13,26.8,9.14
E14001525,E12000007,Stratford and Bow,London,England,Borough,Uma,Kumaran,Female,Lab hold,Lab,Green,80735,43435,287,11634,3114,19145,1926,2093,7511,0,0,0,0,0,0,0,9646,7.17,44.08,4.43,4.82,17.29,0,0,0,0,0,0,0,22.21
E14001526,E12000005,Stratford-on-Avon,West Midlands,England,County,Manuela,Perteghella,Female,LD gain from Con,LD,Con,75714,52959,179,7122,16328,3753,23450,7753,1197,0,0,0,0,0,0,0,478,30.83,7.09,44.28,14.64,2.26,0,0,0,0,0,0,0,0.9
E14001527,E12000007,Streatham and Croydon North,London,England,Borough,Steve,Reed,Male,Lab hold,Lab,Green,82829,44553,190,15603,5328,23232,5031,1994,7629,0,0,0,0,0,0,0,1339,11.96,52.14,11.29,4.48,17.12,0,0,0,0,0,0,0,3.01
E14001528,E12000002,Stretford and Urmston,North West,England,Borough,Andrew,Western,Male,Lab hold,Lab,Con,75153,46002,168,16150,6492,22642,2216,5485,4398,0,0,0,0,0,0,0,4769,14.11,49.22,4.82,11.92,9.56,0,0,0,0,0,0,0,10.37
E14001529,E12000009,Stroud,South West,England,County,Simon,Opher,Male,Lab gain from Con,Lab,Con,77905,55221,227,11388,14219,25607,2913,6329,5729,0,0,0,0,0,0,0,424,25.75,46.37,5.28,11.46,10.37,0,0,0,0,0,0,0,0.77
E14001530,E12000006,Suffolk Coastal,East of England,England,County,Jenny,Riddell-Carpenter,Female,Lab gain from Con,Lab,Con,74522,49451,189,1070,14602,15672,6947,7850,4380,0,0,0,0,0,0,0,0,29.53,31.69,14.05,15.87,8.86,0,0,0,0,0,0,0,0
E14001531,E12000001,Sunderland Central,North East,England,Borough,Lewis,Atkinson,Male,Lab hold,Lab,RUK,76145,39957,99,6073,5731,16852,3602,10779,2993,0,0,0,0,0,0,0,0,14.34,42.18,9.01,26.98,7.49,0,0,0,0,0,0,0,0
E14001532,E12000008,Surrey Heath,South East,England,County,Al,Pinkerton,Male,LD gain from Con,LD,Con,71934,47788,140,5640,15747,3148,21387,6252,1162,0,0,0,0,0,0,0,92,32.95,6.59,44.75,13.08,2.43,0,0,0,0,0,0,0,0.19
E14001533,E12000008,Sussex Weald,South East,England,County,Nus,Ghani,Female,Con hold,Con,LD,72885,49175,190,6842,16758,8239,9916,8920,3762,0,0,0,0,0,0,0,1580,34.08,16.75,20.16,18.14,7.65,0,0,0,0,0,0,0,3.21
E14001534,E12000007,Sutton and Cheam,London,England,Borough,Luke,Taylor,Male,LD gain from Con,LD,Con,72303,47606,139,3801,13775,8430,17576,5787,1721,0,0,0,0,0,0,0,317,28.94,17.71,36.92,12.16,3.62,0,0,0,0,0,0,0,0.67
E14001535,E12000005,Sutton Coldfield,West Midlands,England,Borough,Andrew,Mitchell,Male,Con hold,Con,Lab,74080,48333,172,2543,18502,15959,2587,8213,2419,0,0,0,0,0,0,0,653,38.28,33.02,5.35,16.99,5,0,0,0,0,0,0,0,1.35
W07000108,W92000004,Swansea West,Wales,Wales,County,Torsten,Bell,Male,Lab hold,Lab,RUK,74236,35657,130,8515,3536,14761,4367,6246,2305,0,4105,0,0,0,0,0,337,9.92,41.4,12.25,17.52,6.46,0,11.51,0,0,0,0,0,0.95
E14001536,E12000009,Swindon North,South West,England,County,Will,Stone,Male,Lab gain from Con,Lab,Con,73224,44165,124,4103,13827,17930,2086,7557,2366,0,0,0,0,0,0,0,399,31.31,40.6,4.72,17.11,5.36,0,0,0,0,0,0,0,0.9
E14001537,E12000009,Swindon South,South West,England,Borough,Heidi,Alexander,Female,Lab gain from Con,Lab,Con,72575,44794,147,9606,12070,21676,1843,6194,2539,0,0,0,0,0,0,0,472,26.95,48.39,4.11,13.83,5.67,0,0,0,0,0,0,0,1.05
E14001538,E12000005,Tamworth,West Midlands,England,County,Sarah,Edwards,Female,Lab gain from Con,Lab,Con,75055,43788,116,1382,13956,15338,1451,11004,1579,0,0,0,0,0,0,0,460,31.87,35.03,3.31,25.13,3.61,0,0,0,0,0,0,0,1.05
E14001539,E12000002,Tatton,North West,England,County,Esther,McVey,Female,Con hold,Con,Lab,75978,51909,198,1136,19956,18820,4614,5948,2571,0,0,0,0,0,0,0,0,38.44,36.26,8.89,11.46,4.95,0,0,0,0,0,0,0,0
E14001540,E12000009,Taunton and Wellington,South West,England,County,Gideon,Amos,Male,LD gain from Con,LD,Con,78680,50294,167,11939,12392,3552,24331,8053,1832,0,0,0,0,0,0,0,134,24.64,7.06,48.38,16.01,3.64,0,0,0,0,0,0,0,0.27
E14001541,E12000005,Telford,West Midlands,England,Borough,Shaun,Davies,Male,Lab gain from Con,Lab,RUK,73808,40730,148,8102,8728,18212,1560,10110,2120,0,0,0,0,0,0,0,0,21.43,44.71,3.83,24.82,5.21,0,0,0,0,0,0,0,0
E14001542,E12000009,Tewkesbury,South West,England,County,Cameron,Thomas,Male,LD gain from Con,LD,Con,73458,48539,150,6262,14468,4298,20730,6000,2873,0,0,0,0,0,0,0,170,29.81,8.85,42.71,12.36,5.92,0,0,0,0,0,0,0,0.35
E14001543,E12000005,The Wrekin,West Midlands,England,County,Mark,Pritchard,Male,Con hold,Con,Lab,78942,50020,163,883,16320,15437,4757,9920,3028,0,0,0,0,0,0,0,558,32.63,30.86,9.51,19.83,6.05,0,0,0,0,0,0,0,1.12
E14001544,E12000003,Thirsk and Malton,Yorkshire and The Humber,England,County,Kevin,Hollinrake,Male,Con hold,Con,Lab,78468,49797,169,7550,19544,11994,5379,8963,2986,0,0,0,0,0,0,0,931,39.25,24.09,10.8,18,6,0,0,0,0,0,0,0,1.87
E14001545,E12000009,Thornbury and Yate,South West,England,County,Claire,Young,Female,LD gain from Con,LD,Con,78192,53367,148,3014,17801,5057,20815,7529,2165,0,0,0,0,0,0,0,0,33.36,9.48,39,14.11,4.06,0,0,0,0,0,0,0,0
E14001546,E12000006,Thurrock,East of England,England,Borough,Jen,Craft,Female,Lab gain from Con,Lab,RUK,73392,37558,97,6474,8009,16050,1157,9576,1632,0,0,0,0,0,0,0,1134,21.32,42.73,3.08,25.5,4.35,0,0,0,0,0,0,0,3.02
E14001547,E12000005,Tipton and Wednesbury,West Midlands,England,Borough,Antonia,Bance,Female,Lab gain from Con,Lab,Con,74098,31850,139,3385,8370,11755,592,8019,1509,0,0,0,0,0,0,0,1605,26.28,36.91,1.86,25.18,4.74,0,0,0,0,0,0,0,5.04
E14001548,E12000009,Tiverton and Minehead,South West,England,County,Rachel,Gilmour,Female,LD gain from Con,LD,Con,72087,47491,197,3507,14819,4325,18326,7787,2234,0,0,0,0,0,0,0,0,31.2,9.11,38.59,16.4,4.7,0,0,0,0,0,0,0,0
E14001549,E12000008,Tonbridge,South East,England,County,Tom,Tugendhat,Male,Con hold,Con,Lab,72799,50328,150,11166,20517,9351,4234,7548,7596,0,0,0,0,0,0,0,1082,40.77,18.58,8.41,15,15.09,0,0,0,0,0,0,0,2.15
E14001550,E12000007,Tooting,London,England,Borough,Rosena,Allin-Khan,Female,Lab hold,Lab,Con,76168,52943,255,19487,9722,29209,4438,2546,5672,0,0,0,0,0,0,0,1356,18.36,55.17,8.38,4.81,10.71,0,0,0,0,0,0,0,2.56
E14001551,E12000009,Torbay,South West,England,Borough,Steve,Darling,Male,LD gain from Con,LD,Con,76185,46115,110,5349,13588,3276,18937,8660,1420,0,0,0,0,0,0,0,234,29.47,7.1,41.06,18.78,3.08,0,0,0,0,0,0,0,0.51
W07000109,W92000004,Torfaen,Wales,Wales,County,Nick,Thomas-Symonds,Male,Lab hold,Lab,RUK,71738,35705,117,7322,5737,15176,1644,7854,1705,0,2571,0,0,0,0,0,1018,16.07,42.5,4.6,22,4.78,0,7.2,0,0,0,0,0,2.85
E14001552,E12000009,Torridge and Tavistock,South West,England,County,Geoffrey,Cox,Male,Con hold,Con,LD,74727,50820,170,3950,16049,10765,12099,9152,2350,0,0,0,0,0,0,0,405,31.58,21.18,23.81,18.01,4.62,0,0,0,0,0,0,0,0.8
E14001553,E12000007,Tottenham,London,England,Borough,David,Lammy,Male,Lab hold,Lab,Green,75906,40148,250,15434,2320,23066,1928,1602,7632,0,0,0,0,0,0,0,3600,5.78,57.45,4.8,3.99,19.01,0,0,0,0,0,0,0,8.97
E14001554,E12000009,Truro and Falmouth,South West,England,County,Jayne,Kirkham,Female,Lab gain from Con,Lab,Con,72982,50264,163,8151,12632,20783,6552,6163,3470,0,0,0,0,0,0,0,664,25.13,41.35,13.04,12.26,6.9,0,0,0,0,0,0,0,1.32
E14001555,E12000008,Tunbridge Wells,South East,England,County,Mike,Martin,Male,LD gain from Con,LD,Con,78738,54250,191,8687,14974,6178,23661,6484,2344,0,0,0,0,0,0,0,609,27.6,11.39,43.61,11.95,4.32,0,0,0,0,0,0,0,1.12
E14001556,E12000007,Twickenham,London,England,Borough,Munira,Wilson,Female,LD hold,LD,Con,74980,53635,226,21457,8728,6693,30185,4092,3590,0,0,0,0,0,0,0,347,16.27,12.48,56.28,7.63,6.69,0,0,0,0,0,0,0,0.65
E14001557,E12000001,Tynemouth,North East,England,Borough,Alan,Campbell,Male,Lab hold,Lab,Con,73194,48418,136,15455,9036,24491,2709,7392,3592,0,0,0,0,0,0,0,1198,18.66,50.58,5.6,15.27,7.42,0,0,0,0,0,0,0,2.47
N05000017,N92000002,Upper Bann,Northern Ireland,Northern Ireland,County,Carla,Lockhart,Female,DUP hold,DUP,SF,81249,47358,241,7406,0,0,0,0,0,0,0,21642,14236,1496,3662,6322,0,0,0,0,0,0,0,0,45.7,30.06,3.16,7.73,13.35,0
E14001558,E12000007,Uxbridge and South Ruislip,London,England,Borough,Danny,Beales,Male,Lab gain from Con,Lab,Con,74745,45914,175,587,16012,16599,1752,6610,4354,0,0,0,0,0,0,0,587,34.87,36.15,3.82,14.4,9.48,0,0,0,0,0,0,0,1.28
W07000110,W92000004,Vale of Glamorgan,Wales,Wales,County,Kanishka,Narayan,Male,Lab gain from Con,Lab,Con,74465,45826,139,4216,13524,17740,1612,6973,1881,0,3245,0,0,0,0,0,851,29.51,38.71,3.52,15.22,4.1,0,7.08,0,0,0,0,0,1.86
E14001559,E12000007,Vauxhall and Camberwell Green,London,England,Borough,Florence,Eshalomi,Female,Lab hold,Lab,Green,77527,37536,261,15112,2809,21528,4549,2033,6416,0,0,0,0,0,0,0,201,7.48,57.35,12.12,5.42,17.09,0,0,0,0,0,0,0,0.54
E14001560,E12000003,Wakefield and Rothwell,Yorkshire and The Humber,England,Borough,Simon,Lightwood,Male,Lab gain from Con,Lab,RUK,75067,40656,112,9346,7322,17773,3249,8427,2389,0,0,0,0,0,0,0,1496,18.01,43.72,7.99,20.73,5.88,0,0,0,0,0,0,0,3.68
E14001561,E12000002,Wallasey,North West,England,Borough,Angela,Eagle,Female,Lab hold,Lab,RUK,74082,42746,168,17996,4987,24674,1843,6678,3905,0,0,0,0,0,0,0,659,11.67,57.72,4.31,15.62,9.14,0,0,0,0,0,0,0,1.54
E14001562,E12000005,Walsall and Bloxwich,West Midlands,England,Borough,Valerie,Vaz,Female,Lab gain from Con,Lab,Ind,74951,37191,141,4914,6679,12514,817,7293,2288,0,0,0,0,0,0,0,7600,17.96,33.65,2.2,19.61,6.15,0,0,0,0,0,0,0,20.44
E14001563,E12000007,Walthamstow,London,England,Borough,Stella,Creasy,Female,Lab hold,Lab,Green,74474,45668,255,17996,2353,27172,1736,1836,9176,0,0,0,0,0,0,0,3395,5.15,59.5,3.8,4.02,20.09,0,0,0,0,0,0,0,7.43
E14001564,E12000002,Warrington North,North West,England,County,Charlotte,Nichols,Female,Lab hold,Lab,RUK,70601,40041,125,9190,6486,18730,2737,9540,1889,0,0,0,0,0,0,0,659,16.2,46.78,6.84,23.83,4.72,0,0,0,0,0,0,0,1.65
