ons_id,ons_region_id,constituency_name,region_name,country_name,constituency_type,member_first_name,member_surname,member_gender,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ruk,green,snp,pc,dup,sf,sdlp,uup,apni,all_other_candidates,con_pc,lab_pc,ld_pc,ruk_pc,green_pc,snp_pc,pc_pc,dup_pc,sf_pc,sdlp_pc,uup_pc,apni_pc,all_other_candidates_pc
E14001381,E12000009,Newton Abbot,South West,England,County,Martin,Wrigley,Male,LD gain from Con,LD,Con,73885,47992,158,2246,12955,7115,15201,8494,2083,0,0,0,0,0,0,0,2144,26.99,14.83,31.67,17.7,4.34,0,0,0,0,0,0,0,4.47
E14001382,E12000001,Newton Aycliffe and Spennymoor,North East,England,County,Alan,Strickland,Male,Lab gain from Con,Lab,RUK,72215,39846,79,8839,8195,18394,1491,9555,1701,0,0,0,0,0,0,0,510,20.57,46.16,3.74,23.98,4.27,0,0,0,0,0,0,0,1.28
E14001383,E12000003,Normanton and Hemsworth,Yorkshire and The Humber,England,County,Jon,Trickett,Male,Lab hold,Lab,RUK,75645,36349,137,6662,4995,17275,1319,10613,2147,0,0,0,0,0,0,0,0,13.74,47.53,3.63,29.2,5.91,0,0,0,0,0,0,0,0
N05000012,N92000002,North Antrim,Northern Ireland,Northern Ireland,County,Jim,Allister,Male,TUV gain from DUP,TUV,DUP,74697,41185,176,450,0,0,0,0,0,0,0,11192,7714,1661,3901,4488,12229,0,0,0,0,0,0,0,27.17,18.73,4.03,9.47,10.9,29.69
S14000048,S92000003,North Ayrshire and Arran,Scotland,Scotland,County,Irene,Campbell,Female,Lab gain from SNP,Lab,SNP,72176,42262,161,3551,5954,16821,1005,3415,1327,13270,0,0,0,0,0,0,470,14.09,39.8,2.38,8.08,3.14,31.4,0,0,0,0,0,0,1.11
E14001384,E12000006,North Bedfordshire,East of England,England,County,Richard,Fuller,Male,Con hold,Con,Lab,78850,51561,210,5414,19981,14567,5553,8433,3027,0,0,0,0,0,0,0,0,38.75,28.25,10.77,16.36,5.87,0,0,0,0,0,0,0,0
E14001385,E12000009,North Cornwall,South West,England,County,Ben,Maguire,Male,LD gain from Con,LD,Con,76741,51245,47,9957,14137,2958,24094,8444,1335,0,0,0,0,0,0,0,277,27.59,5.77,47.02,16.48,2.61,0,0,0,0,0,0,0,0.54
E14001386,E12000009,North Cotswolds,South West,England,County,Geoffrey,Clifton-Brown,Male,Con hold,Con,LD,73203,50229,188,3357,17426,8593,14069,6502,3191,0,0,0,0,0,0,0,448,34.69,17.11,28.01,12.94,6.35,0,0,0,0,0,0,0,0.89
E14001387,E12000009,North Devon,South West,England,County,Ian,Roome,Male,LD gain from Con,LD,Con,79079,51417,132,6744,15076,3216,21820,8137,2348,0,0,0,0,0,0,0,820,29.32,6.25,42.44,15.83,4.57,0,0,0,0,0,0,0,1.59
E14001388,E12000009,North Dorset,South West,England,County,Simon,Hoare,Male,Con hold,Con,LD,72690,49683,153,1589,18208,4370,16619,7894,2082,0,0,0,0,0,0,0,510,36.65,8.8,33.45,15.89,4.19,0,0,0,0,0,0,0,1.03
N05000013,N92000002,North Down,Northern Ireland,Northern Ireland,County,Alex,Easton,Male,Ind gain from APNI,Ind,APNI,73885,43296,168,7305,0,0,0,0,1247,0,0,0,0,657,6754,13608,21030,0,0,0,0,2.88,0,0,0,0,1.52,15.6,31.43,48.57
E14001389,E12000001,North Durham,North East,England,County,Luke,Akehurst,Male,Lab hold,Lab,RUK,73226,41565,162,5873,6492,16562,4208,10689,2366,0,0,0,0,0,0,0,1248,15.62,39.85,10.12,25.72,5.69,0,0,0,0,0,0,0,3
E14001390,E12000006,North East Cambridgeshire,East of England,England,County,Steve,Barclay,Male,Con hold,Con,RUK,71511,39176,145,7189,16246,8008,2716,9057,2001,0,0,0,0,0,0,0,1148,41.47,20.44,6.93,23.12,5.11,0,0,0,0,0,0,0,2.93
E14001391,E12000004,North East Derbyshire,East Midlands,England,County,Louise,Jones,Female,Lab gain from Con,Lab,Con,73234,45866,120,1753,15838,17591,2159,7899,2271,0,0,0,0,0,0,0,108,34.53,38.35,4.71,17.22,4.95,0,0,0,0,0,0,0,0.24
S14000100,S92000003,North East Fife,Scotland,Scotland,County,Wendy,Chamberlain,Female,LD gain from SNP,LD,SNP,69762,42728,147,13479,1666,4026,23384,2094,1653,9905,0,0,0,0,0,0,0,3.9,9.42,54.73,4.9,3.87,23.18,0,0,0,0,0,0,0
E14001392,E12000008,North East Hampshire,South East,England,County,Alex,Brewer,Female,LD gain from Con,LD,Con,76923,55560,143,634,20544,5057,21178,6673,1425,0,0,0,0,0,0,0,683,36.98,9.1,38.12,12.01,2.56,0,0,0,0,0,0,0,1.23
E14001393,E12000006,North East Hertfordshire,East of England,England,County,Chris,Hinchliff,Male,Lab gain from Con,Lab,Con,77697,52520,173,1923,16435,18358,5463,8462,3802,0,0,0,0,0,0,0,0,31.29,34.95,10.4,16.11,7.24,0,0,0,0,0,0,0,0
E14001394,E12000009,North East Somerset and Hanham,South West,England,County,Dan,Norris,Male,Lab gain from Con,Lab,Con,73889,51125,142,5319,15420,20739,3878,7424,3222,0,0,0,0,0,0,0,442,30.16,40.57,7.59,14.52,6.3,0,0,0,0,0,0,0,0.86
E14001395,E12000005,North Herefordshire,West Midlands,England,County,Ellie,Chowns,Female,Green gain from Con,Green,Con,72797,50362,145,5894,15842,3205,1436,8048,21736,0,0,0,0,0,0,0,95,31.46,6.36,2.85,15.98,43.16,0,0,0,0,0,0,0,0.19
E14001396,E12000006,North Norfolk,East of England,England,County,Steffan,Aquarone,Male,LD gain from Con,LD,Con,71438,47043,138,2585,16903,2878,19488,6368,1406,0,0,0,0,0,0,0,0,35.93,6.12,41.43,13.54,2.99,0,0,0,0,0,0,0,0
E14001397,E12000001,North Northumberland,North East,England,County,David,Smith,Male,Lab gain from Con,Lab,Con,74190,48843,149,5067,12788,17855,5169,7688,1743,0,0,0,0,0,0,0,3600,26.18,36.56,10.58,15.74,3.57,0,0,0,0,0,0,0,7.37
E14001398,E12000005,North Shropshire,West Midlands,England,County,Helen,Morgan,Female,LD gain from Con,LD,Con,77573,49594,120,15311,10903,3423,26214,7687,1234,0,0,0,0,0,0,0,133,21.98,6.9,52.86,15.5,2.49,0,0,0,0,0,0,0,0.27
E14001399,E12000009,North Somerset,South West,England,County,Sadik,Al-Hassan,Male,Lab gain from Con,Lab,Con,74426,53766,177,639,18499,19138,7121,5602,3273,0,0,0,0,0,0,0,133,34.41,35.59,13.24,10.42,6.09,0,0,0,0,0,0,0,0.25
E14001400,E12000005,North Warwickshire and Bedworth,West Midlands,England,County,Rachel,Taylor,Female,Lab gain from Con,Lab,Con,69752,40940,141,2198,12529,14727,1228,10701,1755,0,0,0,0,0,0,0,0,30.6,35.97,3,26.14,4.29,0,0,0,0,0,0,0,0
E14001401,E12000006,North West Cambridgeshire,East of England,England,County,Sam,Carling,Male,Lab gain from Con,Lab,Con,75915,44424,184,39,14746,14785,3192,8741,2960,0,0,0,0,0,0,0,0,33.19,33.28,7.19,19.68,6.66,0,0,0,0,0,0,0,0
E14001402,E12000006,North West Essex,East of England,England,County,Kemi,Badenoch,Female,Con hold,Con,Lab,79698,54386,215,2610,19360,16750,6055,7668,2846,0,0,0,0,0,0,0,1707,35.6,30.8,11.13,14.1,5.23,0,0,0,0,0,0,0,3.14
E14001403,E12000008,North West Hampshire,South East,England,County,Kit,Malthouse,Male,Con hold,Con,Lab,78629,50823,171,3288,17770,14482,7626,7734,2745,0,0,0,0,0,0,0,466,34.96,28.49,15.01,15.22,5.4,0,0,0,0,0,0,0,0.92
E14001404,E12000004,North West Leicestershire,East Midlands,England,County,Amanda,Hack,Female,Lab gain from Con,Lab,Con,77750,48572,137,1012,15859,16871,1629,9678,2831,0,0,0,0,0,0,0,1704,32.65,34.73,3.35,19.93,5.83,0,0,0,0,0,0,0,3.51
E14001405,E12000006,North West Norfolk,East of England,England,County,James,Wild,Male,Con hold,Con,Lab,74415,44566,187,4954,16097,11143,6492,8697,2137,0,0,0,0,0,0,0,0,36.12,25,14.57,19.51,4.8,0,0,0,0,0,0,0,0
E14001406,E12000004,Northampton North,East Midlands,England,Borough,Lucy,Rigby,Female,Lab gain from Con,Lab,Con,75575,41813,138,9014,9195,18209,2251,7010,2558,0,0,0,0,0,0,0,2590,21.99,43.55,5.38,16.77,6.12,0,0,0,0,0,0,0,6.19
E14001407,E12000004,Northampton South,East Midlands,England,Borough,Mike,Reader,Male,Lab gain from Con,Lab,Con,70393,43904,159,4071,12819,16890,3193,8210,2398,0,0,0,0,0,0,0,394,29.2,38.47,7.27,18.7,5.46,0,0,0,0,0,0,0,0.9
E14001408,E12000006,Norwich North,East of England,England,Borough,Alice,Macdonald,Female,Lab gain from Con,Lab,Con,73717,45765,185,10850,9944,20794,2073,8229,4372,0,0,0,0,0,0,0,353,21.73,45.44,4.53,17.98,9.55,0,0,0,0,0,0,0,0.77
E14001409,E12000006,Norwich South,East of England,England,Borough,Clive,Lewis,Male,Lab hold,Lab,Green,76296,45095,179,13239,5806,21484,3577,5227,8245,0,0,0,0,0,0,0,756,12.88,47.64,7.93,11.59,18.28,0,0,0,0,0,0,0,1.68
E14001410,E12000004,Nottingham East,East Midlands,England,Borough,Nadia,Whittome,Female,Lab hold,Lab,Green,69395,36401,226,15162,3925,19494,1741,3578,4332,0,0,0,0,0,0,0,3331,10.78,53.55,4.78,9.83,11.9,0,0,0,0,0,0,0,9.15
E14001411,E12000004,Nottingham North and Kimberley,East Midlands,England,Borough,Alex,Norris,Male,Lab hold,Lab,RUK,73768,35007,200,9427,6787,16480,1336,7053,3351,0,0,0,0,0,0,0,0,19.39,47.08,3.82,20.15,9.57,0,0,0,0,0,0,0,0
E14001412,E12000004,Nottingham South,East Midlands,England,Borough,Lilian,Greenwood,Female,Lab hold,Lab,Con,64255,32879,164,10294,5285,15579,2059,4936,2923,0,0,0,0,0,0,0,2097,16.07,47.38,6.26,15.01,8.89,0,0,0,0,0,0,0,6.38
E14001413,E12000005,Nuneaton,West Midlands,England,County,Jodie,Gosling,Female,Lab gain from Con,Lab,Con,71843,41213,105,3479,11737,15216,1340,9059,2894,0,0,0,0,0,0,0,967,28.48,36.92,3.25,21.98,7.02,0,0,0,0,0,0,0,2.35
E14001414,E12000007,Old Bexley and Sidcup,London,England,Borough,Louie,French,Male,Con hold,Con,Lab,73198,47633,126,3548,17910,14362,1927,10384,2601,0,0,0,0,0,0,0,449,37.6,30.15,4.05,21.8,5.46,0,0,0,0,0,0,0,0.94
E14001415,E12000002,Oldham East and Saddleworth,North West,England,County,Debbie,Abrahams,Female,Lab hold,Lab,RUK,73460,40065,157,6357,6838,14091,3386,7734,1490,0,0,0,0,0,0,0,6526,17.07,35.17,8.45,19.3,3.72,0,0,0,0,0,0,0,16.29
E14001416,E12000002,"Oldham West, Chadderton and Royton",North West,England,Borough,Jim,McMahon,Male,Lab hold,Lab,Ind,76031,38573,199,4976,4066,13232,1271,6848,1857,0,0,0,0,0,0,0,11299,10.54,34.3,3.3,17.75,4.81,0,0,0,0,0,0,0,29.29
S14000051,S92000003,Orkney and Shetland,Scotland,Scotland,County,Alistair,Carmichael,Male,LD hold,LD,SNP,34236,20688,106,7807,586,1493,11392,1586,2046,3585,0,0,0,0,0,0,0,2.83,7.22,55.07,7.67,9.89,17.33,0,0,0,0,0,0,0
E14001417,E12000007,Orpington,London,England,Borough,Gareth,Bacon,Male,Con hold,Con,Lab,71284,46073,165,5118,17504,12386,4728,8896,2319,0,0,0,0,0,0,0,240,37.99,26.88,10.26,19.31,5.03,0,0,0,0,0,0,0,0.52
E14001418,E12000003,Ossett and Denby Dale,Yorkshire and The Humber,England,County,Jade,Botterill,Female,Lab gain from Con,Lab,Con,72312,43873,120,4542,12690,17232,1785,9224,2132,0,0,0,0,0,0,0,810,28.92,39.28,4.07,21.02,4.86,0,0,0,0,0,0,0,1.85
E14001419,E12000008,Oxford East,South East,England,Borough,Anneliese,Dodds,Female,Lab hold,Lab,Green,71845,39341,390,14465,4739,19541,3437,0,5076,0,0,0,0,0,0,0,6548,12.05,49.67,8.74,0,12.9,0,0,0,0,0,0,0,16.64
E14001420,E12000008,Oxford West and Abingdon,South East,England,County,Layla,Moran,Female,LD hold,LD,Con,69851,45998,196,14894,8520,5981,23414,4164,3236,0,0,0,0,0,0,0,683,18.52,13,50.9,9.05,7.04,0,0,0,0,0,0,0,1.48
S14000101,S92000003,Paisley and Renfrewshire North,Scotland,Scotland,Burgh,Alison,Taylor,Female,Lab gain from SNP,Lab,SNP,71103,41519,144,6333,2659,19561,1374,3228,1469,13228,0,0,0,0,0,0,0,6.4,47.11,3.31,7.77,3.54,31.86,0,0,0,0,0,0,0
S14000102,S92000003,Paisley and Renfrewshire South,Scotland,Scotland,County,Johanna,Baxter,Female,Lab gain from SNP,Lab,SNP,71574,41283,133,6527,2219,19583,1315,2956,1724,13056,0,0,0,0,0,0,430,5.38,47.44,3.19,7.16,4.18,31.63,0,0,0,0,0,0,1.04
E14001421,E12000007,Peckham,London,England,Borough,Miatta,Fahnbulleh,Female,Lab hold,Lab,Green,72127,38797,226,15228,2276,22813,2724,1790,7585,0,0,0,0,0,0,0,1609,5.87,58.8,7.02,4.61,19.55,0,0,0,0,0,0,0,4.15
E14001422,E12000002,Pendle and Clitheroe,North West,England,County,Jonathan,Hinder,Male,Lab gain from Con,Lab,Con,78796,46754,158,902,15227,16129,2039,8171,1421,0,0,0,0,0,0,0,3767,32.57,34.5,4.36,17.48,3.04,0,0,0,0,0,0,0,8.06
E14001423,E12000003,Penistone and Stocksbridge,Yorkshire and The Humber,England,County,Marie,Tidball,Female,Lab gain from Con,Lab,Con,70435,43965,167,8739,10430,19169,2866,9456,2044,0,0,0,0,0,0,0,0,23.72,43.6,6.52,21.51,4.65,0,0,0,0,0,0,0,0
E14001424,E12000002,Penrith and Solway,North West,England,County,Markus,Campbell-Savours,Male,Lab gain from Con,Lab,Con,77935,49281,148,5257,14729,19986,4742,7624,1730,0,0,0,0,0,0,0,470,29.89,40.56,9.62,15.47,3.51,0,0,0,0,0,0,0,0.95
S14000103,S92000003,Perth and Kinross-shire,Scotland,Scotland,County,Pete,Wishart,Male,SNP hold,SNP,Con,77261,50077,142,4127,14801,9018,3681,2970,0,18928,0,0,0,0,0,0,679,29.56,18.01,7.35,5.93,0,37.8,0,0,0,0,0,0,1.36
E14001425,E12000006,Peterborough,East of England,England,County,Andrew,Pakes,Male,Lab gain from Con,Lab,Con,73378,41872,143,118,13300,13418,1746,5379,2542,0,0,0,0,0,0,0,5487,31.76,32.05,4.17,12.85,6.07,0,0,0,0,0,0,0,13.1
E14001426,E12000009,Plymouth Moor View,South West,England,Borough,Fred,Thomas,Male,Lab gain from Con,Lab,Con,74724,42856,118,5604,12061,17665,1766,9670,1694,0,0,0,0,0,0,0,0,28.14,41.22,4.12,22.56,3.95,0,0,0,0,0,0,0,0
E14001427,E12000009,Plymouth Sutton and Devonport,South West,England,Borough,Luke,Pollard,Male,Lab hold,Lab,RUK,75313,42095,193,13328,6873,20795,2441,7467,3186,0,0,0,0,0,0,0,1333,16.33,49.4,5.8,17.74,7.57,0,0,0,0,0,0,0,3.17
E14001428,E12000003,"Pontefract, Castleford and Knottingley",Yorkshire and The Humber,England,County,Yvette,Cooper,Female,Lab hold,Lab,RUK,74618,35957,123,6630,5406,17089,1213,10459,1651,0,0,0,0,0,0,0,139,15.03,47.53,3.37,29.09,4.59,0,0,0,0,0,0,0,0.39
W07000106,W92000004,Pontypridd,Wales,Wales,County,Alex,Davies-Jones,Female,Lab hold,Lab,RUK,75951,39378,116,8402,3775,16225,1606,7823,1865,0,5275,0,0,0,0,0,2809,9.59,41.2,4.08,19.87,4.74,0,13.4,0,0,0,0,0,7.13
E14001429,E12000009,Poole,South West,England,Borough,Neil,Duncan-Jordan,Male,Lab gain from Con,Lab,Con,72509,44495,148,18,14150,14168,5507,7429,2218,0,0,0,0,0,0,0,1023,31.8,31.84,12.38,16.7,4.98,0,0,0,0,0,0,0,2.3
E14001430,E12000007,Poplar and Limehouse,London,England,Borough,Apsana,Begum,Female,Lab hold,Lab,Green,84116,43051,316,12560,4738,18535,4189,3403,5975,0,0,0,0,0,0,0,6211,11.01,43.05,9.73,7.9,13.88,0,0,0,0,0,0,0,14.43
E14001431,E12000008,Portsmouth North,South East,England,Borough,Amanda,Martin,Female,Lab gain from Con,Lab,Con,70446,41593,148,780,13715,14495,3031,8501,1851,0,0,0,0,0,0,0,0,32.97,34.85,7.29,20.44,4.45,0,0,0,0,0,0,0,0
E14001432,E12000008,Portsmouth South,South East,England,Borough,Stephen,Morgan,Male,Lab hold,Lab,RUK,73711,38928,180,13155,5643,18857,4886,5702,3107,0,0,0,0,0,0,0,733,14.5,48.44,12.55,14.65,7.98,0,0,0,0,0,0,0,1.88
E14001433,E12000002,Preston,North West,England,Borough,Mark,Hendrick,Male,Lab hold,Lab,Ind,77400,39993,139,5291,5212,14006,3195,5738,1751,0,0,0,0,0,0,0,10091,13.03,35.02,7.99,14.35,4.38,0,0,0,0,0,0,0,25.23
E14001434,E12000007,Putney,London,England,Borough,Fleur,Anderson,Female,Lab hold,Lab,Con,72686,49295,218,12488,11625,24113,5943,3070,3721,0,0,0,0,0,0,0,823,23.58,48.92,12.06,6.23,7.55,0,0,0,0,0,0,0,1.67
E14001435,E12000007,Queen's Park and Maida Vale,London,England,Borough,Georgia,Gould,Female,Lab hold,Lab,Green,75558,38343,275,14913,5088,20126,3417,2106,5213,0,0,0,0,0,0,0,2393,13.27,52.49,8.91,5.49,13.6,0,0,0,0,0,0,0,6.24
E14001436,E12000003,Rawmarsh and Conisbrough,Yorkshire and The Humber,England,County,John,Healey,Male,Lab hold,Lab,RUK,69133,33904,109,6908,4496,16612,1137,9704,1687,0,0,0,0,0,0,0,268,13.26,49,3.35,28.62,4.98,0,0,0,0,0,0,0,0.79
E14001437,E12000006,Rayleigh and Wickford,East of England,England,County,Mark,Francois,Male,Con hold,Con,RUK,76576,47978,166,5621,17756,11823,4068,12135,2196,0,0,0,0,0,0,0,0,37.01,24.64,8.48,25.29,4.58,0,0,0,0,0,0,0,0
E14001438,E12000008,Reading Central,South East,England,Borough,Matt,Rodda,Male,Lab hold,Lab,Con,73600,45291,216,12637,8961,21598,3963,3904,6417,0,0,0,0,0,0,0,448,19.79,47.69,8.75,8.62,14.17,0,0,0,0,0,0,0,0.99
E14001439,E12000008,Reading West and Mid Berkshire,South East,England,County,Olivia,Bailey,Female,Lab gain from Con,Lab,Con,68781,46551,151,1361,14912,16273,5103,6260,3169,0,0,0,0,0,0,0,834,32.03,34.96,10.96,13.45,6.81,0,0,0,0,0,0,0,1.79
E14001440,E12000001,Redcar,North East,England,Borough,Anna,Turley,Female,Lab gain from Con,Lab,Con,70241,38209,103,3323,12340,15663,1542,7216,1279,0,0,0,0,0,0,0,169,32.3,40.99,4.04,18.89,3.35,0,0,0,0,0,0,0,0.44
E14001441,E12000005,Redditch,West Midlands,England,County,Chris,Bloore,Male,Lab gain from Con,Lab,Con,71042,42375,126,789,14021,14810,2165,8516,2098,0,0,0,0,0,0,0,765,33.09,34.95,5.11,20.1,4.95,0,0,0,0,0,0,0,1.81
E14001442,E12000008,Reigate,South East,England,County,Rebecca,Paul,Female,Con hold,Con,Lab,77102,53161,198,3187,18822,15635,6773,7240,4691,0,0,0,0,0,0,0,0,35.41,29.41,12.74,13.62,8.82,0,0,0,0,0,0,0,0
W07000107,W92000004,Rhondda and Ogmore,Wales,Wales,County,Chris,Bryant,Male,Lab hold,Lab,RUK,74493,35806,136,7790,2050,17118,935,9328,1177,0,5198,0,0,0,0,0,0,5.73,47.81,2.61,26.05,3.29,0,14.52,0,0,0,0,0,0
E14001443,E12000002,Ribble Valley,North West,England,County,Maya,Ellis,Female,Lab gain from Con,Lab,Con,80484,52023,181,856,17321,18177,5001,8524,1727,0,0,0,0,0,0,0,1273,33.29,34.94,9.61,16.39,3.32,0,0,0,0,0,0,0,2.45
E14001444,E12000003,Richmond and Northallerton,Yorkshire and The Humber,England,County,Rishi,Sunak,Male,Con hold,Con,Lab,73886,48526,99,12185,23059,10874,4322,7142,2058,0,0,0,0,0,0,0,1071,47.52,22.41,8.91,14.72,4.24,0,0,0,0,0,0,0,2.21
E14001445,E12000007,Richmond Park,London,England,Borough,Sarah,Olney,Female,LD hold,LD,Con,74988,52205,218,17155,11373,5048,28528,3258,3416,0,0,0,0,0,0,0,582,21.79,9.67,54.65,6.24,6.54,0,0,0,0,0,0,0,1.11
E14001446,E12000002,Rochdale,North West,England,County,Paul,Waugh,Male,Lab hold,Lab,WPB,72507,39688,95,1440,4273,13027,2816,6773,1212,0,0,0,0,0,0,0,11587,10.77,32.82,7.1,17.07,3.05,0,0,0,0,0,0,0,29.2
E14001447,E12000008,Rochester and Strood,South East,England,County,Lauren,Edwards,Female,Lab gain from Con,Lab,Con,74257,42598,135,2930,12473,15403,1894,9966,2427,0,0,0,0,0,0,0,435,29.28,36.16,4.45,23.4,5.7,0,0,0,0,0,0,0,1.02
E14001448,E12000007,Romford,London,England,Borough,Andrew,Rosindell,Male,Con hold,Con,Lab,72928,44047,132,1463,15339,13876,1895,9624,2220,0,0,0,0,0,0,0,1093,34.82,31.5,4.3,21.85,5.04,0,0,0,0,0,0,0,2.48
E14001449,E12000008,Romsey and Southampton North,South East,England,County,Caroline,Nokes,Female,Con hold,Con,LD,71871,50027,151,2191,19893,4640,17702,5716,1893,0,0,0,0,0,0,0,183,39.76,9.27,35.38,11.43,3.78,0,0,0,0,0,0,0,0.37
E14001450,E12000002,Rossendale and Darwen,North West,England,County,Andy,MacNae,Male,Lab gain from Con,Lab,Con,74440,44618,138,5628,12619,18247,1241,9695,2325,0,0,0,0,0,0,0,491,28.28,40.9,2.78,21.73,5.21,0,0,0,0,0,0,0,1.1
E14001451,E12000003,Rother Valley,Yorkshire and The Humber,England,County,Jake,Richards,Male,Lab gain from Con,Lab,Con,69459,41608,104,998,15025,16023,1175,7679,1706,0,0,0,0,0,0,0,0,36.11,38.51,2.82,18.46,4.1,0,0,0,0,0,0,0,0
E14001452,E12000003,Rotherham,Yorkshire and The Humber,England,Borough,Sarah,Champion,Female,Lab hold,Lab,RUK,75929,36932,364,5490,0,16671,2824,11181,2632,0,0,0,0,0,0,0,3624,0,45.14,7.65,30.27,7.13,0,0,0,0,0,0,0,9.81
E14001453,E12000005,Rugby,West Midlands,England,County,John,Slinger,Male,Lab gain from Con,Lab,Con,74901,49004,196,4428,15105,19533,3252,8225,2556,0,0,0,0,0,0,0,333,30.82,39.86,6.64,16.78,5.22,0,0,0,0,0,0,0,0.68
E14001454,E12000007,"Ruislip, Northwood and Pinner",London,England,Borough,David,Simmonds,Male,Con hold,Con,Lab,71683,47091,160,7581,21366,13785,4343,4671,2926,0,0,0,0,0,0,0,0,45.37,29.27,9.22,9.92,6.21,0,0,0,0,0,0,0,0
E14001455,E12000002,Runcorn and Helsby,North West,England,County,Mike,Amesbury,Male,Lab hold,Lab,RUK,70801,42235,171,14696,6756,22358,2149,7662,2715,0,0,0,0,0,0,0,595,16,52.94,5.09,18.14,6.43,0,0,0,0,0,0,0,1.41
E14001456,E12000008,Runnymede and Weybridge,South East,England,County,Ben,Spencer,Male,Con hold,Con,LD,73610,48253,156,7627,18442,9963,10815,6419,1954,0,0,0,0,0,0,0,660,38.22,20.65,22.41,13.3,4.05,0,0,0,0,0,0,0,1.37
E14001457,E12000004,Rushcliffe,East Midlands,England,County,James,Naish,Male,Lab gain from Con,Lab,Con,79160,57744,212,7426,17865,25291,3133,6353,4367,0,0,0,0,0,0,0,735,30.94,43.8,5.43,11,7.56,0,0,0,0,0,0,0,1.27
S14000104,S92000003,Rutherglen,Scotland,Scotland,Burgh,Michael,Shanks,Male,Lab gain from SNP,Lab,SNP,72674,42484,129,8767,2420,21460,1714,2685,0,12693,0,0,0,0,0,0,1512,5.7,50.51,4.03,6.32,0,29.88,0,0,0,0,0,0,3.56
E14001458,E12000004,Rutland and Stamford,East Midlands,England,County,Alicia,Kearns,Female,Con hold,Con,Lab,71763,48577,170,10394,21248,10854,6252,7008,2806,0,0,0,0,0,0,0,409,43.74,22.34,12.87,14.43,5.78,0,0,0,0,0,0,0,0.84
E14001459,E12000002,Salford,North West,England,Borough,Rebecca,Long-Bailey,Female,Lab hold,Lab,RUK,83633,39704,185,15101,3583,21132,2752,6031,5188,0,0,0,0,0,0,0,1018,9.02,53.22,6.93,15.19,13.07,0,0,0,0,0,0,0,2.56
E14001460,E12000009,Salisbury,South West,England,County,John,Glen,Male,Con hold,Con,Lab,71802,50173,174,3807,17110,13303,11825,5235,2115,0,0,0,0,0,0,0,585,34.1,26.51,23.57,10.43,4.22,0,0,0,0,0,0,0,1.17
E14001461,E12000003,Scarborough and Whitby,Yorkshire and The Humber,England,County,Alison,Hume,Female,Lab gain from Con,Lab,Con,74544,44221,120,5408,12350,17758,1899,9657,1719,0,0,0,0,0,0,0,838,27.93,40.16,4.29,21.84,3.89,0,0,0,0,0,0,0,1.9
E14001462,E12000003,Scunthorpe,Yorkshire and The Humber,England,County,Nicholas,Dakin,Male,Lab gain from Con,Lab,Con,73855,39051,103,3542,11942,15484,942,8163,1218,0,0,0,0,0,0,0,1302,30.58,39.65,2.41,20.9,3.12,0,0,0,0,0,0,0,3.33
E14001463,E12000002,Sefton Central,North West,England,County,Bill,Esterson,Male,Lab hold,Lab,Con,74284,47449,225,18282,8490,26772,2630,5767,3294,0,0,0,0,0,0,0,496,17.89,56.42,5.54,12.15,6.94,0,0,0,0,0,0,0,1.05
E14001464,E12000003,Selby,Yorkshire and The Humber,England,County,Keir,Mather,Male,Lab gain from Con,Lab,Con,78043,49222,161,10195,12593,22788,1792,9565,2484,0,0,0,0,0,0,0,0,25.58,46.3,3.64,19.43,5.05,0,0,0,0,0,0,0,0
E14001465,E12000008,Sevenoaks,South East,England,County,Laura,Trott,Female,Con hold,Con,LD,73708,49899,151,5440,18328,6802,12888,9341,2033,0,0,0,0,0,0,0,507,36.73,13.63,25.83,18.72,4.07,0,0,0,0,0,0,0,1.02
E14001466,E12000003,Sheffield Brightside and Hillsborough,Yorkshire and The Humber,England,Borough,Gill,Furniss,Female,Lab hold,Lab,Green,70389,31612,529,11600,4069,16301,1694,0,4701,0,0,0,0,0,0,0,4847,12.87,51.57,5.36,0,14.87,0,0,0,0,0,0,0,15.33
E14001467,E12000003,Sheffield Central,Yorkshire and The Humber,England,Borough,Abtisam,Mohamed,Female,Lab hold,Lab,Green,60594,31803,287,8286,2339,16569,2174,0,8283,0,0,0,0,0,0,0,2438,7.35,52.1,6.84,0,26.04,0,0,0,0,0,0,0,7.67
E14001468,E12000003,Sheffield Hallam,Yorkshire and The Humber,England,County,Olivia,Blake,Female,Lab hold,Lab,LD,72900,51601,504,8189,6205,23875,15686,0,4491,0,0,0,0,0,0,0,1344,12.02,46.27,30.4,0,8.7,0,0,0,0,0,0,0,2.6
E14001469,E12000003,Sheffield Heeley,Yorkshire and The Humber,England,Borough,Louise,Haigh,Female,Lab hold,Lab,Green,73452,38446,638,15304,5242,21230,3863,0,5926,0,0,0,0,0,0,0,2185,13.63,55.22,10.05,0,15.41,0,0,0,0,0,0,0,5.68
E14001470,E12000003,Sheffield South East,Yorkshire and The Humber,England,Borough,Clive,Betts,Male,Lab hold,Lab,Con,74156,35771,796,12458,6252,18710,3421,0,3158,0,0,0,0,0,0,0,4230,17.48,52.3,9.56,0,8.83,0,0,0,0,0,0,0,11.83
